codigo;ideps;eps;nomcategorias;nomservicio;nomespecifique;nomindicador;numerador;denominador;resultado;nomunidad;nomfuente;linkfuente
3.5.1.1;EPS003;CAFESALUD;Satisfacción con los servicios;Medicamentos;Entrega de medicamentos;Usuarios que califican como bueno el servicio de entrega de medicamentos de su EPS.;128882;193275;66;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.10.1;EPS016;COOMEVA  EPS;Tiempos de espera;Consultas;Promoción y prevención de la enfermedad (p y p);Usuarios que consideran oportuno el tiempo de espera para atención de programas de promoción y prevención.;7469;17137;43;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.3.1;ESS207;MUTUAL SER;Tiempos de espera;Consultas;Ginecobstetricia;Espera para la asignación de citas de consulta de ginecobstetricia.;2916678;557294;5;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.2.1.1;EPSI04;ANAS WAYUU EPSI;Tiempos de espera;Cirugías;Cirugía programada;Tiempo de espera en  la realización de cirugía programada.;861840;66961;12;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.6.1.1;EPSS34;CAPITAL SALUD EPS;Tiempos de espera;Laboratorios;Laboratorios;Usuarios que consideran oportuno el tiempo de espera para la atención de exámenes de laboratorio.;91659;200809;45;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.2.1;EPS018;SOS EPS;Satisfacción con los servicios;Experiencia global;Mostrar resultado;Usuarios satisfechos con el servicio prestado por su EPS.;2153;2372;90;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.3.1;EPS005;SANITAS EPS;Tiempos de espera;Consultas;Ginecobstetricia;Espera para la asignación de citas de consulta de ginecobstetricia.;1496213;258738;5;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.7.1.2;CCF009;COMFABOY;Tiempos de espera;Medicamentos;Entrega de medicamentos;Usuarios que consideran oportuno el tiempo de espera para la entrega de medicamentos.;30614;52953;57;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.2.2.1;ESS076;AMBUQ EPSS;Satisfacción con los servicios;Consultas;Medicina general;Usuarios que califican como bueno el servicio de medicina general suministrado por su EPS.;217583;259700;83;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.7.1.2;EPSS34;CAPITAL SALUD EPS;Tiempos de espera;Medicamentos;Entrega de medicamentos;Usuarios que consideran oportuno el tiempo de espera para la entrega de medicamentos.;188025;284761;66;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.2.1;EPS022;CONVIDA;Satisfacción con los servicios;Experiencia global;Mostrar resultado;Usuarios satisfechos con el servicio prestado por su EPS.;105084;116800;89;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.2.2.1;CCF009;COMFABOY;Satisfacción con los servicios;Consultas;Medicina general;Usuarios que califican como bueno el servicio de medicina general suministrado por su EPS.;118195;145126;81;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.2.1.1;EPS005;SANITAS EPS;Tiempos de espera;Cirugías;Cirugía programada;Tiempo de espera en  la realización de cirugía programada.;2863396;205979;13;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.2.1.1;EPS010;EPS SURA;Satisfacción con los servicios;Consultas;Medicina especializada;Usuarios que califican como bueno el servicio de medicina especializada suministrado por su EPS.;117017;131900;88;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
6.1.1.1;EPS023;CRUZ BLANCA EPS;Tutelas;Mostrar resultado;Mostrar resultado;Tutelas por no prestación de servicios POS o POSS (tasa por 10.000 afiliados).;1345;574393;23;Tasa X 10mil afiliados;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.4.1;EPSI02;MANEXKA;Tiempos de espera;Consultas;Medicina especializada;Usuarios que consideran oportuno el tiempo de espera para la atención de medicina especializada.;3688;14322;25;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.7.1;ESS207;MUTUAL SER;Tiempos de espera;Consultas;Médico general;Espera para la asignación de citas de consulta de medica general.;1953668;1059320;1;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.4.1.1;EPS017;FAMISANAR EPS;Tiempos de espera;Hospitalización;Atención de hospitalización;Usuarios que consideran oportuno el tiempo de espera para la atención de hospitalización.;18381;31832;57;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.2.1;CCF102;COMFAMILIAR CHOCO;Tiempos de espera;Consultas;Cirujano general;Espera para la asignación de citas de consulta de cirugía general.;2558;445;5;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.2.1.1;EPS037;NUEVA EPS;Tiempos de espera;Cirugías;Cirugía programada;Tiempo de espera en  la realización de cirugía programada.;983525;44221;22;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.2.1.1;CCF023;COMFAMILIAR GUAJIRA;Tiempos de espera;Cirugías;Cirugía programada;Tiempo de espera en  la realización de cirugía programada.;482027;29424;16;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.8.2;CCF101;COLSUBSIDIO;Tiempos de espera;Consultas;Odontología;Usuarios que consideran oportuno el tiempo de espera para la atención de odontología.;3412;12322;27;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.4.1.1;EPS012;COMFENALCO VALLE;Tiempos de espera;Hospitalización;Atención de hospitalización;Usuarios que consideran oportuno el tiempo de espera para la atención de hospitalización.;5704;12684;44;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.7.1;CCF102;COMFAMILIAR CHOCO;Tiempos de espera;Consultas;Médico general;Espera para la asignación de citas de consulta de medica general.;272780;136116;2;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.3.2.1;EPS010;EPS SURA;Satisfacción con los servicios;Experiencia global;Mostrar resultado;Usuarios satisfechos con el servicio prestado por su EPS.;17502;21740;80;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.6.1;CCF023;COMFAMILIAR GUAJIRA;Tiempos de espera;Consultas;Medicina interna;Espera para la asignación de citas de consulta de medicina interna.;172336;18832;9;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.8.2;EPS022;CONVIDA;Tiempos de espera;Consultas;Odontología;Usuarios que consideran oportuno el tiempo de espera para la atención de odontología.;32206;59200;54;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.6.1;CCF024;COMFAMILIAR HUILA;Tiempos de espera;Consultas;Medicina interna;Espera para la asignación de citas de consulta de medicina interna.;1499820;146674;10;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.5.2.1;EPSI05;MALLAMAS EPSI;Tiempos de espera;Imágenes diagnosticas;Radiología simple;Tiempo de espera para servicios de imagenología y diagnostico general radiología simple.;122738;38008;3;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.2.1;CCF101;COLSUBSIDIO;Tiempos de espera;Consultas;Cirujano general;Espera para la asignación de citas de consulta de cirugía general.;157178;18863;8;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.2.1.1;EPS008;COMPENSAR EPS;Satisfacción con los servicios;Consultas;Medicina especializada;Usuarios que califican como bueno el servicio de medicina especializada suministrado por su EPS.;171007;230518;74;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.3.1;EPS033;SALUDVIDA EPS;Satisfacción con los servicios;Experiencia global;Recomendación a familiares;Usuarios que recomendarían a sus familiares y amigos afiliarse a su EPS.;457962;540366;84;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
2.1.1.1;EPS023;CRUZ BLANCA EPS;Quejas;Mostrar resultado;Mostrar resultado;Quejas de los usuarios resueltas por la EPS.;13744;30779;44;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.2.1;EPSI03;AIC EPSI;Satisfacción con los servicios;Experiencia global;Mostrar resultado;Usuarios satisfechos con el servicio prestado por su EPS.;12238;13930;87;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.9.1.1;EPSI05;MALLAMAS EPSI;Tiempos de espera;Urgencias;Atención de urgencias;Usuarios que consideran oportuno el tiempo de espera para la atención de urgencias.;416;5816;7;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.7.1.1;EPS008;COMPENSAR EPS;Tiempos de espera;Medicamentos;Entrega de medicamentos;Órdenes de medicamentos POS que se entregaron de forma completa en la primera solicitud.;4860658;4871797;99;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.7.1.2;CCF053;COMFACUNDI;Tiempos de espera;Medicamentos;Entrega de medicamentos;Usuarios que consideran oportuno el tiempo de espera para la entrega de medicamentos.;78404;119201;65;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
2.1.1.1;EPS001;ALIANSALUD EPS;Quejas;Mostrar resultado;Mostrar resultado;Quejas de los usuarios resueltas por la EPS.;10119;21040;48;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.8.2;EPSI04;ANAS WAYUU EPSI;Tiempos de espera;Consultas;Odontología;Usuarios que consideran oportuno el tiempo de espera para la atención de odontología.;1327;3010;44;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.4.1.1;EPS025;CAPRESOCA;Satisfacción con los servicios;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que califican como bueno el servicio de imágenes diagnosticas.;3197;7307;43;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.1.1.1;EPSI01;DUSAKAWI;Satisfacción con los servicios;Autorizaciones;Autorización de servicios de salud;Usuarios que califican como fácil el proceso de autorización de servicios de salud en su EPS.;6831;23902;28;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.2.2.1;EPS003;CAFESALUD;Satisfacción con los servicios;Consultas;Medicina general;Usuarios que califican como bueno el servicio de medicina general suministrado por su EPS.;354880;508090;69;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
6.1.1.1;EPS003;CAFESALUD;Tutelas;Mostrar resultado;Mostrar resultado;Tutelas por no prestación de servicios POS o POSS (tasa por 10.000 afiliados).;5721;5032725;11;Tasa X 10mil afiliados;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.6.1.1;ESS091;ECOOPSOS EPS;Tiempos de espera;Laboratorios;Laboratorios;Usuarios que consideran oportuno el tiempo de espera para la atención de exámenes de laboratorio.;12653;27875;45;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.1.2.1;CCF015;COMFACOR;Tiempos de espera;Autorizaciones;Traslados;Tiempo en la autorización para referencias (traslado de una IPS a otra).;90840;1802;50;Minutos;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.5.1;EPS037;NUEVA EPS;Tiempos de espera;Consultas;Medicina general;Usuarios que consideran oportuno el tiempo de espera para la atención de medicina general.;196457;614931;31;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.5.1;ESS024;COOSALUD EPS;Tiempos de espera;Consultas;Medicina general;Usuarios que consideran oportuno el tiempo de espera para la atención de medicina general.;170066;318655;53;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.7.1.1;CCF009;COMFABOY;Tiempos de espera;Medicamentos;Entrega de medicamentos;Órdenes de medicamentos POS que se entregaron de forma completa en la primera solicitud.;22934182;23285417;98;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.5.2.1;ESS062;ASMET SALUD;Tiempos de espera;Imágenes diagnosticas;Radiología simple;Tiempo de espera para servicios de imagenología y diagnostico general radiología simple.;1843;878;2;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.1.1;ESS133;COMPARTA EPS;Tiempos de espera;Consultas;Atención prioritaria;Usuarios que consideran oportuno el tiempo de espera para la atención de citas prioritarias.;1934;10011;19;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.1.1.1;CCF027;COMFAMILIAR NARIÑO;Satisfacción con los servicios;Autorizaciones;Autorización de servicios de salud;Usuarios que califican como fácil el proceso de autorización de servicios de salud en su EPS.;6123;44701;13;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.2.1.2;ESS062;ASMET SALUD;Tiempos de espera;Cirugías;Cirugía programada;Usuarios que consideran oportuno el tiempo de espera para la atención de cirugía.;11159;22978;48;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.9.1;EPSI03;AIC EPSI;Tiempos de espera;Consultas;Pediatría;Espera para la asignación de citas de consulta de pediatría.;463929;50529;9;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.8.1;CCF055;CAJACOPI;Tiempos de espera;Consultas;Odontología;Espera para la asignación de citas de consulta de odontología.;806249;442050;1;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.3.1.1;EPS017;FAMISANAR EPS;Satisfacción con los servicios;Experiencia global;Experiencia global con los servicios de salud;Usuarios que califican como buena su experiencia global del servicio de salud recibidos de su EPS.;550358;786928;69;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
